@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute orientation-1 numeric
@attribute orientation-2 numeric
@attribute orientation-3 numeric
@attribute outputs-1 numeric

@data
336,'2023/10/29 18:47:32:601',13,0.12272,-0.09289,0.107994,0.5
337,'2023/10/29 18:47:32:636',13,0.134127,-0.091914,0.103361,0.5
338,'2023/10/29 18:47:32:673',13,0.141015,-0.095311,0.112028,0.5
339,'2023/10/29 18:47:32:718',13,0.140967,-0.090719,0.110429,0.5
340,'2023/10/29 18:47:32:752',13,0.128775,-0.093282,0.107869,0.5
341,'2023/10/29 18:47:32:791',13,0.125889,-0.095761,0.105976,0.5
342,'2023/10/29 18:47:32:821',13,0.132091,-0.090719,0.103883,0.5
343,'2023/10/29 18:47:32:835',13,0.131519,-0.092077,0.105386,0.5
344,'2023/10/29 18:47:32:874',13,0.136006,-0.092782,0.10731,0.5
345,'2023/10/29 18:47:32:901',13,0.128785,-0.089196,0.101249,0.5
346,'2023/10/29 18:47:49:933',14,0.116007,0.148045,0.032369,0.4
347,'2023/10/29 18:47:49:966',14,0.111226,0.157265,0.033364,0.4
348,'2023/10/29 18:47:50:009',14,0.102504,0.163458,0.04027,0.4
349,'2023/10/29 18:47:50:028',14,0.098762,0.15227,0.037273,0.4
350,'2023/10/29 18:47:50:058',14,0.11376,0.144385,0.024362,0.4
351,'2023/10/29 18:47:50:093',14,0.117081,0.142135,0.022439,0.4
352,'2023/10/29 18:47:50:124',14,0.132144,0.140369,0.022976,0.4
353,'2023/10/29 18:47:50:156',14,0.117354,0.142064,0.020476,0.4
354,'2023/10/29 18:47:50:187',14,0.116268,0.141417,0.026619,0.4
355,'2023/10/29 18:47:50:220',14,0.118562,0.135436,0.017462,0.4
356,'2023/10/29 18:47:50:251',14,0.096503,0.143981,0.021116,0.4
357,'2023/10/29 18:47:50:293',14,0.088349,0.137641,0.028356,0.4
358,'2023/10/29 18:47:50:342',14,0.092219,0.137588,0.021995,0.4
359,'2023/10/29 18:47:50:357',14,0.082484,0.137601,0.02792,0.4
360,'2023/10/29 18:47:50:402',14,0.082546,0.139683,0.028862,0.4
361,'2023/10/29 18:47:50:435',14,0.07366,0.142342,0.031386,0.4
362,'2023/10/29 18:47:50:459',14,0.091179,0.14286,0.027002,0.4
363,'2023/10/29 18:47:50:483',14,0.096007,0.144245,0.033632,0.4
364,'2023/10/29 18:47:50:522',14,0.104235,0.144317,0.032226,0.4
365,'2023/10/29 18:47:50:551',14,0.109649,0.142646,0.030775,0.4
366,'2023/10/29 18:47:50:588',14,0.101867,0.140863,0.040778,0.4
367,'2023/10/29 18:47:50:621',14,0.1146,0.149539,0.04043,0.4
368,'2023/10/29 18:47:50:651',14,0.109019,0.146444,0.042102,0.4
369,'2023/10/29 18:47:50:686',14,0.105725,0.150009,0.041919,0.4
370,'2023/10/29 18:47:50:725',14,0.109081,0.148862,0.035931,0.4
371,'2023/10/29 18:47:50:758',14,0.108909,0.159871,0.034097,0.4
372,'2023/10/29 18:47:50:772',14,0.118934,0.161949,0.038205,0.4
373,'2023/10/29 18:47:50:804',14,0.132314,0.156534,0.025241,0.4
374,'2023/10/29 18:47:50:840',14,0.130032,0.157695,0.024153,0.4
375,'2023/10/29 18:47:50:890',14,0.132709,0.161809,0.027414,0.4
376,'2023/10/29 18:47:50:925',14,0.137105,0.164553,0.022314,0.4
377,'2023/10/29 18:47:50:958',14,0.141034,0.170416,0.025737,0.4
378,'2023/10/29 18:47:50:991',14,0.138489,0.162148,0.027605,0.4
379,'2023/10/29 18:47:51:018',14,0.143359,0.158892,0.01857,0.4
380,'2023/10/29 18:47:51:049',14,0.15163,0.156844,0.015161,0.4
381,'2023/10/29 18:47:51:088',14,0.150812,0.157011,0.015038,0.4
382,'2023/10/29 18:47:51:116',14,0.152044,0.155747,0.014276,0.4
383,'2023/10/29 18:47:51:152',14,0.140591,0.171357,0.022926,0.4
384,'2023/10/29 18:47:53:292',15,0.193399,-0.135755,0.050666,0.4
385,'2023/10/29 18:47:59:800',16,0.208208,-0.053877,0.12685,0.4
386,'2023/10/29 18:47:59:811',16,0.181634,-0.054337,0.122395,0.4
387,'2023/10/29 18:47:59:837',16,0.162488,-0.062138,0.113312,0.4
388,'2023/10/29 18:47:59:864',16,0.164246,-0.056505,0.110281,0.4
389,'2023/10/29 18:47:59:901',16,0.146635,-0.060794,0.106448,0.4
390,'2023/10/29 18:47:59:932',16,0.1498,-0.055428,0.103455,0.4
391,'2023/10/29 18:47:59:982',16,0.148688,-0.058532,0.103499,0.4
392,'2023/10/29 18:49:14:596',17,-0.556156,0.09246,0.161103,0.2
393,'2023/10/29 18:49:14:622',17,-0.554707,0.096258,0.160978,0.2
394,'2023/10/29 18:49:14:655',17,-0.553642,0.099149,0.163445,0.2
395,'2023/10/29 18:49:14:679',17,-0.566434,0.094864,0.158256,0.2
396,'2023/10/29 18:49:14:715',17,-0.560243,0.106572,0.161894,0.2
397,'2023/10/29 18:49:14:748',17,-0.562072,0.086603,0.150905,0.2
398,'2023/10/29 18:49:14:772',17,-0.55806,0.090983,0.156133,0.2
399,'2023/10/29 18:49:14:808',17,-0.55759,0.09273,0.15804,0.2
400,'2023/10/29 18:49:14:842',17,-0.56257,0.078902,0.15072,0.2
401,'2023/10/29 18:49:14:875',17,-0.559357,0.084461,0.152889,0.2
402,'2023/10/29 18:49:14:905',17,-0.565752,0.080269,0.156106,0.2
403,'2023/10/29 18:49:14:940',17,-0.556398,0.06785,0.154922,0.2
404,'2023/10/29 18:49:14:973',17,-0.56708,0.057546,0.159457,0.2
405,'2023/10/29 18:49:15:010',17,-0.571702,0.03206,0.153482,0.2
406,'2023/10/29 18:49:15:060',17,-0.572054,0.013352,0.148945,0.2
407,'2023/10/29 18:49:15:073',17,-0.57214,-0.006957,0.140015,0.2
408,'2023/10/29 18:49:15:114',17,-0.563887,-0.028922,0.130818,0.2
409,'2023/10/29 18:49:15:147',17,-0.560375,-0.044619,0.126341,0.2
410,'2023/10/29 18:49:15:170',17,-0.562999,-0.053136,0.123283,0.2
411,'2023/10/29 18:49:15:204',17,-0.596965,-0.045247,0.089344,0.2
412,'2023/10/29 18:49:15:240',17,-0.618745,-0.053031,0.076446,0.2
413,'2023/10/29 18:49:15:277',17,-0.632199,-0.062059,0.065491,0.2
414,'2023/10/29 18:49:15:308',17,-0.6441,-0.07485,0.062542,0.2
415,'2023/10/29 18:49:15:339',17,-0.637262,-0.077866,0.063819,0.2
416,'2023/10/29 18:49:15:381',17,-0.646156,-0.076989,0.060065,0.2
417,'2023/10/29 18:49:15:393',17,-0.637261,-0.075446,0.055507,0.2
418,'2023/10/29 18:49:15:438',17,-0.636332,-0.078664,0.054525,0.2
419,'2023/10/29 18:49:15:472',17,-0.636308,-0.080213,0.049124,0.2
420,'2023/10/29 18:49:15:514',17,-0.640345,-0.089507,0.048047,0.2
421,'2023/10/29 18:49:15:527',17,-0.634218,-0.091464,0.049094,0.2
422,'2023/10/29 18:49:15:562',17,-0.649311,-0.097599,0.056767,0.2
423,'2023/10/29 18:49:15:606',17,-0.637506,-0.09751,0.050499,0.2
424,'2023/10/29 18:49:15:639',17,-0.631619,-0.096807,0.054251,0.2
425,'2023/10/29 18:49:15:671',17,-0.620811,-0.09492,0.057195,0.2
426,'2023/10/29 18:49:15:709',17,-0.630181,-0.098158,0.054818,0.2
427,'2023/10/29 18:49:15:739',17,-0.623665,-0.097439,0.055843,0.2
428,'2023/10/29 18:49:15:777',17,-0.641332,-0.087481,0.052235,0.2
429,'2023/10/29 18:49:15:814',17,-0.646345,-0.071534,0.060424,0.2
430,'2023/10/29 18:49:15:825',17,-0.638254,-0.04992,0.059068,0.2
431,'2023/10/29 18:49:15:881',17,-0.652379,-0.031143,0.059763,0.2
432,'2023/10/29 18:49:15:898',17,-0.653645,-0.003371,0.066859,0.2
433,'2023/10/29 18:49:15:929',17,-0.653313,0.01232,0.07425,0.2
434,'2023/10/29 18:49:15:955',17,-0.655668,0.031081,0.083834,0.2
435,'2023/10/29 18:49:15:996',17,-0.655329,0.051961,0.080615,0.2
436,'2023/10/29 18:49:16:022',17,-0.662097,0.072767,0.080102,0.2
437,'2023/10/29 18:49:16:060',17,-0.653526,0.087388,0.077815,0.2
438,'2023/10/29 18:49:16:088',17,-0.646047,0.094331,0.081513,0.2
439,'2023/10/29 18:49:16:121',17,-0.656547,0.119274,0.087121,0.2
440,'2023/10/29 18:49:16:183',17,-0.640641,0.114472,0.097121,0.2
441,'2023/10/29 18:49:16:198',17,-0.601616,0.100374,0.119306,0.2
442,'2023/10/29 18:49:16:251',17,-0.599322,0.099901,0.132756,0.2
443,'2023/10/29 18:49:16:265',17,-0.595923,0.096378,0.140728,0.2
444,'2023/10/29 18:49:16:304',17,-0.610561,0.104435,0.138284,0.2
445,'2023/10/29 18:49:16:321',17,-0.589617,0.102015,0.143932,0.2
446,'2023/10/29 18:49:16:359',17,-0.599765,0.112431,0.145006,0.2
447,'2023/10/29 18:49:16:397',17,-0.588877,0.100403,0.14127,0.2
448,'2023/10/29 18:49:16:430',17,-0.590621,0.110139,0.142278,0.2
449,'2023/10/29 18:49:16:455',17,-0.593996,0.100548,0.138149,0.2
450,'2023/10/29 18:49:16:491',17,-0.586326,0.108518,0.137481,0.2
451,'2023/10/29 18:49:22:553',18,0.526716,0.020388,0.136881,0.3
452,'2023/10/29 18:49:22:597',18,0.522521,0.029078,0.136261,0.3
453,'2023/10/29 18:49:22:625',18,0.526313,0.038464,0.138741,0.3
454,'2023/10/29 18:49:22:659',18,0.506417,0.05899,0.130728,0.3
455,'2023/10/29 18:49:22:687',18,0.531666,0.060671,0.123753,0.3
456,'2023/10/29 18:49:22:705',18,0.548011,0.065339,0.117226,0.3
457,'2023/10/29 18:49:22:737',18,0.560719,0.081818,0.113456,0.3
458,'2023/10/29 18:49:22:770',18,0.558548,0.091962,0.099805,0.3
459,'2023/10/29 18:49:22:804',18,0.554571,0.109506,0.088458,0.3
460,'2023/10/29 18:49:22:838',18,0.554413,0.11592,0.075801,0.3
461,'2023/10/29 18:49:22:881',18,0.544075,0.128269,0.067961,0.3
462,'2023/10/29 18:49:22:906',18,0.537648,0.136764,0.051261,0.3
463,'2023/10/29 18:49:22:948',18,0.530437,0.145092,0.04808,0.3
464,'2023/10/29 18:49:22:980',18,0.530973,0.157088,0.035664,0.3
465,'2023/10/29 18:49:23:028',18,0.526064,0.159066,0.042535,0.3
466,'2023/10/29 18:49:23:052',18,0.515648,0.170209,0.033444,0.3
467,'2023/10/29 18:49:23:090',18,0.518006,0.180274,0.038083,0.3
468,'2023/10/29 18:49:23:104',18,0.521609,0.18809,0.03503,0.3
469,'2023/10/29 18:49:23:141',18,0.518842,0.195267,0.033322,0.3
470,'2023/10/29 18:49:23:169',18,0.51646,0.203588,0.021208,0.3
471,'2023/10/29 18:49:23:207',18,0.512775,0.19967,0.022695,0.3
472,'2023/10/29 18:49:23:241',18,0.517127,0.203134,0.012645,0.3
473,'2023/10/29 18:49:23:277',18,0.507478,0.201802,0.018738,0.3
474,'2023/10/29 18:49:23:310',18,0.521821,0.198666,0.013987,0.3
475,'2023/10/29 18:49:23:337',18,0.520664,0.191836,0.019133,0.3
476,'2023/10/29 18:49:23:381',18,0.525035,0.188967,0.012536,0.3
477,'2023/10/29 18:49:23:393',18,0.528588,0.174889,0.017252,0.3
478,'2023/10/29 18:49:23:437',18,0.525773,0.1663,0.006256,0.3
479,'2023/10/29 18:49:23:480',18,0.520788,0.15681,0.005735,0.3
480,'2023/10/29 18:49:23:495',18,0.507167,0.138471,0.004243,0.3
481,'2023/10/29 18:49:23:541',18,0.515294,0.119345,0.007369,0.3
482,'2023/10/29 18:49:23:571',18,0.503908,0.105426,0.003511,0.3
483,'2023/10/29 18:49:23:610',18,0.521438,0.084552,0.014148,0.3
484,'2023/10/29 18:49:23:636',18,0.523543,0.072049,0.012201,0.3
485,'2023/10/29 18:49:23:680',18,0.523816,0.058401,0.018315,0.3
486,'2023/10/29 18:49:23:704',18,0.512269,0.053113,0.032313,0.3
487,'2023/10/29 18:49:23:738',18,0.497244,0.038303,0.052969,0.3
488,'2023/10/29 18:49:23:778',18,0.484776,0.027426,0.061022,0.3
489,'2023/10/29 18:49:23:814',18,0.50491,0.020136,0.071895,0.3
490,'2023/10/29 18:49:23:825',18,0.504233,0.007214,0.090118,0.3
491,'2023/10/29 18:49:23:870',18,0.505378,0.000948,0.098779,0.3
492,'2023/10/29 18:49:23:905',18,0.503391,-0.003295,0.101928,0.3
493,'2023/10/29 18:49:23:936',18,0.509538,-0.006995,0.105249,0.3
494,'2023/10/29 18:49:23:954',18,0.497233,-0.009577,0.101518,0.3
495,'2023/10/29 18:50:16:381',19,0.356202,0.420074,0.024582,0.29
496,'2023/10/29 18:50:16:413',19,0.360365,0.408434,0.033443,0.29
497,'2023/10/29 18:50:16:450',19,0.355308,0.407586,0.030608,0.29
498,'2023/10/29 18:50:16:481',19,0.363903,0.407119,0.031618,0.29
499,'2023/10/29 18:50:16:511',19,0.361731,0.401623,0.032637,0.29
500,'2023/10/29 18:50:16:543',19,0.363439,0.409874,0.03458,0.29
501,'2023/10/29 18:50:16:577',19,0.365328,0.410192,0.030796,0.29
502,'2023/10/29 18:50:16:610',19,0.364552,0.412372,0.028776,0.29
503,'2023/10/29 18:50:16:650',19,0.368422,0.414822,0.028393,0.29
504,'2023/10/29 18:50:21:067',20,0.173603,0.600903,-0.049747,0.18
505,'2023/10/29 18:50:21:093',20,0.199862,0.646984,-0.057968,0.18
506,'2023/10/29 18:50:21:128',20,0.182683,0.651459,-0.05635,0.18
507,'2023/10/29 18:50:21:170',20,0.177178,0.655099,-0.065312,0.18
508,'2023/10/29 18:50:21:196',20,0.181567,0.714939,-0.06609,0.18
509,'2023/10/29 18:50:21:230',20,0.168827,0.674613,-0.065704,0.18
510,'2023/10/29 18:50:21:266',20,0.183314,0.69621,-0.066822,0.18
511,'2023/10/29 18:50:21:281',20,0.183557,0.712211,-0.07007,0.18
512,'2023/10/29 18:50:26:196',21,0.215434,0.989905,-0.208082,0.08
513,'2023/10/29 18:50:26:232',21,0.211175,0.942986,-0.201129,0.08
514,'2023/10/29 18:50:26:264',21,0.21306,0.975052,-0.215829,0.08
515,'2023/10/29 18:50:26:297',21,0.221961,0.966539,-0.217903,0.08
516,'2023/10/29 18:50:26:329',21,0.205942,0.97998,-0.207085,0.08
517,'2023/10/29 18:50:26:363',21,0.215157,0.951242,-0.220849,0.08
518,'2023/10/29 18:50:26:398',21,0.218934,0.953412,-0.20567,0.08
519,'2023/10/29 18:50:26:429',21,0.22598,0.966639,-0.215926,0.08
520,'2023/10/29 18:50:26:461',21,0.213519,0.927983,-0.196967,0.08
521,'2023/10/29 18:50:26:486',21,0.233557,0.947481,-0.20672,0.08
522,'2023/10/29 18:50:26:518',21,0.198294,0.96082,-0.193121,0.08
523,'2023/10/29 18:50:26:551',21,0.209656,0.924108,-0.192452,0.08
524,'2023/10/29 18:50:26:585',21,0.228058,0.956808,-0.204801,0.08
525,'2023/10/29 18:50:26:615',21,0.226336,0.926312,-0.189946,0.08
526,'2023/10/29 18:50:27:811',22,0.488317,1.361341,-0.433628,0.08
527,'2023/10/29 18:50:27:848',22,0.494089,1.354285,-0.434677,0.08
528,'2023/10/29 18:50:27:885',22,0.443177,1.33747,-0.391694,0.08
529,'2023/10/29 18:50:27:910',22,0.456789,1.327748,-0.396132,0.08
530,'2023/10/29 18:50:27:944',22,0.458068,1.339615,-0.401963,0.08
531,'2023/10/29 18:50:27:979',22,0.481628,1.342709,-0.422293,0.08
532,'2023/10/29 18:50:28:013',22,0.469077,1.350284,-0.415782,0.08
533,'2023/10/29 18:50:28:042',22,0.439596,1.328913,-0.392759,0.08
534,'2023/10/29 18:50:28:084',22,0.47574,1.343786,-0.425045,0.08
535,'2023/10/29 18:50:28:101',22,0.444063,1.333664,-0.386058,0.08
536,'2023/10/29 18:50:45:664',23,0.352048,-0.426049,0.083321,0.08
537,'2023/10/29 18:50:45:690',23,0.358809,-0.429093,0.071175,0.08
538,'2023/10/29 18:50:45:723',23,0.366376,-0.429748,0.082954,0.08
539,'2023/10/29 18:50:45:745',23,0.364999,-0.413172,0.077506,0.08
540,'2023/10/29 18:50:45:781',23,0.352056,-0.41581,0.083744,0.08
541,'2023/10/29 18:50:45:813',23,0.355515,-0.426478,0.081763,0.08
542,'2023/10/29 18:50:45:845',23,0.359203,-0.414223,0.081465,0.08
543,'2023/10/29 18:50:58:462',24,0.203094,-0.293451,0.049036,0.18
544,'2023/10/29 18:50:58:509',24,0.200252,-0.294369,0.046916,0.18
545,'2023/10/29 18:50:58:550',24,0.199893,-0.294952,0.043951,0.18
546,'2023/10/29 18:50:58:567',24,0.187444,-0.297246,0.038067,0.18
547,'2023/10/29 18:50:58:620',24,0.189003,-0.304077,0.04355,0.18
548,'2023/10/29 18:50:58:635',24,0.196103,-0.301503,0.041535,0.18
549,'2023/10/29 18:50:58:663',24,0.19306,-0.301764,0.038712,0.18
550,'2023/10/29 18:50:58:692',24,0.188838,-0.301329,0.033804,0.18
551,'2023/10/29 18:50:58:733',24,0.176611,-0.301479,0.033809,0.18
552,'2023/10/29 18:50:58:758',24,0.186591,-0.304178,0.03755,0.18
553,'2023/10/29 18:51:28:753',25,0.237742,0.035807,0.021303,0.72
554,'2023/10/29 18:51:28:789',25,0.22652,0.043272,0.01724,0.72
555,'2023/10/29 18:51:28:829',25,0.224409,0.039934,0.013807,0.72
556,'2023/10/29 18:51:28:856',25,0.230641,0.035998,0.017848,0.72
557,'2023/10/29 18:51:28:887',25,0.238002,0.037882,0.017267,0.72
558,'2023/10/29 18:51:28:920',25,0.223442,0.03996,0.013334,0.72
559,'2023/10/29 18:51:28:955',25,0.238734,0.032337,0.017211,0.72
560,'2023/10/29 18:51:28:993',25,0.226095,0.041045,0.015587,0.72
561,'2023/10/29 18:51:29:022',25,0.220261,0.03982,0.013101,0.72
562,'2023/10/29 18:51:29:053',25,0.228943,0.037251,0.012193,0.72
563,'2023/10/29 18:51:29:087',25,0.23523,0.041996,0.005053,0.72
564,'2023/10/29 18:51:29:125',25,0.23009,0.04718,-0.001595,0.72
565,'2023/10/29 18:51:29:137',25,0.237146,0.041955,-0.000905,0.72
566,'2023/10/29 18:51:29:176',25,0.238348,0.037339,0.007456,0.72
567,'2023/10/29 18:51:29:228',25,0.233252,0.036835,0.008531,0.72
568,'2023/10/29 18:51:29:262',25,0.238384,0.035431,0.009412,0.72
569,'2023/10/29 18:51:29:287',25,0.230274,0.040072,0.010242,0.72
570,'2023/10/29 18:51:31:596',26,0.190153,-0.04569,0.049895,0.72
571,'2023/10/29 18:51:31:629',26,0.184287,-0.045386,0.047497,0.72
572,'2023/10/29 18:51:31:654',26,0.191932,-0.046628,0.041905,0.72
573,'2023/10/29 18:51:31:696',26,0.190967,-0.043847,0.042549,0.72
574,'2023/10/29 18:51:31:729',26,0.189192,-0.043638,0.046855,0.72
575,'2023/10/29 18:51:31:761',26,0.189804,-0.044935,0.046787,0.72
576,'2023/10/29 18:51:31:788',26,0.187217,-0.04885,0.049779,0.72
577,'2023/10/29 18:51:31:828',26,0.193624,-0.051909,0.052554,0.72
578,'2023/10/29 18:51:31:863',26,0.190495,-0.048772,0.05125,0.72
579,'2023/10/29 18:51:31:873',26,0.187974,-0.048038,0.053672,0.72
580,'2023/10/29 18:51:31:912',26,0.195934,-0.047851,0.052037,0.72
581,'2023/10/29 18:51:31:937',26,0.193063,-0.045516,0.052925,0.72
582,'2023/10/29 18:51:33:520',27,0.282549,-0.064703,0.079554,0.72
583,'2023/10/29 18:51:33:553',27,0.281443,-0.061507,0.081935,0.72
584,'2023/10/29 18:51:33:587',27,0.270466,-0.064027,0.077946,0.72
585,'2023/10/29 18:51:33:625',27,0.276087,-0.061379,0.07505,0.72
586,'2023/10/29 18:51:33:656',27,0.286298,-0.053553,0.069083,0.72
587,'2023/10/29 18:51:33:697',27,0.28489,-0.055278,0.067486,0.72
588,'2023/10/29 18:51:33:721',27,0.276723,-0.055543,0.063159,0.72
589,'2023/10/29 18:51:33:771',27,0.284668,-0.05223,0.061301,0.72
590,'2023/10/29 18:51:33:803',27,0.272031,-0.052806,0.055597,0.72
591,'2023/10/29 18:51:33:836',27,0.289614,-0.05125,0.054079,0.72
592,'2023/10/29 18:51:33:870',27,0.290373,-0.057491,0.051964,0.72
593,'2023/10/29 18:51:35:571',28,0.350072,0.149195,0.083864,0.72
594,'2023/10/29 18:51:35:603',28,0.347336,0.149901,0.083171,0.72
595,'2023/10/29 18:51:35:640',28,0.353955,0.139154,0.092467,0.72
596,'2023/10/29 18:51:35:672',28,0.352836,0.139827,0.09498,0.72
597,'2023/10/29 18:51:35:711',28,0.361134,0.133046,0.091318,0.72
598,'2023/10/29 18:51:35:736',28,0.36828,0.130392,0.094145,0.72
599,'2023/10/29 18:51:35:770',28,0.368991,0.117923,0.094575,0.72
600,'2023/10/29 18:51:35:802',28,0.371663,0.112453,0.098739,0.72
601,'2023/10/29 18:51:40:722',29,0.197487,0.008575,0.072808,0.82
602,'2023/10/29 18:51:40:742',29,0.209082,0.008058,0.075337,0.82
603,'2023/10/29 18:51:40:779',29,0.200254,0.005428,0.075437,0.82
604,'2023/10/29 18:51:40:810',29,0.20546,0.007877,0.07405,0.82
605,'2023/10/29 18:51:40:844',29,0.205638,0.000622,0.078606,0.82
606,'2023/10/29 18:51:40:880',29,0.198575,0.007743,0.076041,0.82
607,'2023/10/29 18:51:40:903',29,0.202179,0.005379,0.075846,0.82
608,'2023/10/29 18:51:40:939',29,0.206895,0.006029,0.077427,0.82
609,'2023/10/29 18:51:40:973',29,0.20243,0.008963,0.07346,0.82
610,'2023/10/29 18:51:41:744',30,0.26458,0.019165,0.070932,0.82
611,'2023/10/29 18:51:41:770',30,0.261409,0.024389,0.068158,0.82
612,'2023/10/29 18:51:41:801',30,0.264946,0.019563,0.06929,0.82
613,'2023/10/29 18:51:41:840',30,0.253518,0.02409,0.068698,0.82
614,'2023/10/29 18:51:41:871',30,0.261373,0.022929,0.069154,0.82
615,'2023/10/29 18:51:41:906',30,0.26415,0.020866,0.074848,0.82
616,'2023/10/29 18:51:41:920',30,0.272716,0.018225,0.075726,0.82
617,'2023/10/29 18:51:41:957',30,0.269542,0.02038,0.070735,0.82
618,'2023/10/29 18:51:41:993',30,0.277911,0.022152,0.07209,0.82
619,'2023/10/29 18:52:38:236',31,0.222992,0.001129,0.092961,0.92
620,'2023/10/29 18:52:38:267',31,0.22659,-0.002548,0.095902,0.92
621,'2023/10/29 18:52:38:306',31,0.240562,-0.002521,0.094956,0.92
622,'2023/10/29 18:52:38:330',31,0.234273,-0.005697,0.092745,0.92
623,'2023/10/29 18:52:38:367',31,0.235301,-0.002099,0.08919,0.92
624,'2023/10/29 18:52:38:395',31,0.236469,-0.001742,0.092821,0.92
625,'2023/10/29 18:52:46:928',32,0.243967,0.012943,0.0945,0.92
626,'2023/10/29 18:52:46:947',32,0.240512,0.012973,0.095083,0.92
627,'2023/10/29 18:52:46:986',32,0.23574,0.005285,0.095171,0.92
628,'2023/10/29 18:52:47:015',32,0.241587,0.010351,0.090065,0.92
629,'2023/10/29 18:52:47:048',32,0.241647,0.010847,0.090313,0.92
630,'2023/10/29 18:52:47:104',32,0.234156,0.010579,0.096916,0.92
631,'2023/10/29 18:52:51:316',33,0.294401,0.057154,0.067245,0.82
632,'2023/10/29 18:52:51:352',33,0.272776,0.054036,0.072806,0.82
633,'2023/10/29 18:52:51:368',33,0.295047,0.052676,0.074038,0.82
634,'2023/10/29 18:52:51:402',33,0.285759,0.059336,0.065267,0.82
635,'2023/10/29 18:52:51:430',33,0.296746,0.051528,0.070197,0.82
636,'2023/10/29 18:52:51:460',33,0.281255,0.057117,0.068567,0.82
637,'2023/10/29 18:52:51:508',33,0.274609,0.050648,0.072048,0.82
638,'2023/10/29 18:52:51:527',33,0.279679,0.052709,0.073638,0.82
639,'2023/10/29 18:52:51:560',33,0.25881,0.058932,0.069514,0.82
640,'2023/10/29 18:52:51:594',33,0.271272,0.050386,0.074323,0.82
641,'2023/10/29 18:52:51:643',33,0.250482,0.058293,0.072873,0.82
642,'2023/10/29 18:52:51:688',33,0.26778,0.049484,0.078995,0.82
643,'2023/10/29 18:52:51:707',33,0.231296,0.058221,0.071197,0.82
644,'2023/10/29 18:52:51:744',33,0.243602,0.051541,0.075135,0.82
645,'2023/10/29 18:52:51:766',33,0.252343,0.051962,0.076089,0.82
646,'2023/10/29 18:52:51:797',33,0.248366,0.052053,0.081087,0.82
647,'2023/10/29 18:52:51:827',33,0.228677,0.05906,0.069621,0.82
648,'2023/10/29 18:52:51:885',33,0.248076,0.054176,0.074841,0.82
649,'2023/10/29 18:52:51:898',33,0.227623,0.059785,0.064127,0.82
650,'2023/10/29 18:52:51:940',33,0.247269,0.062863,0.063447,0.82
651,'2023/10/29 18:52:51:960',33,0.254605,0.070988,0.050537,0.82
652,'2023/10/29 18:52:52:006',33,0.256342,0.068177,0.055164,0.82
653,'2023/10/29 18:52:52:025',33,0.293501,0.058494,0.056131,0.82
654,'2023/10/29 18:52:52:074',33,0.29715,0.059293,0.062263,0.82
655,'2023/10/29 18:52:52:092',33,0.296324,0.048442,0.072387,0.82
656,'2023/10/29 18:52:52:145',33,0.29807,0.047088,0.073717,0.82
657,'2023/10/29 18:52:52:159',33,0.30429,0.038682,0.07701,0.82
658,'2023/10/29 18:52:52:176',33,0.296899,0.038607,0.078122,0.82
659,'2023/10/29 18:52:52:242',33,0.300124,0.035642,0.083412,0.82
660,'2023/10/29 18:52:52:260',33,0.32195,0.028328,0.090005,0.82
661,'2023/10/29 18:52:52:317',33,0.306627,0.039138,0.082994,0.82
662,'2023/10/29 18:52:52:327',33,0.315042,0.032072,0.085227,0.82
663,'2023/10/29 18:52:52:371',33,0.327094,0.032631,0.091962,0.82
664,'2023/10/29 18:52:52:392',33,0.332935,0.035941,0.094167,0.82
665,'2023/10/29 18:52:52:435',33,0.332504,0.035835,0.09261,0.82
666,'2023/10/29 18:52:52:471',33,0.351989,0.03516,0.091084,0.82
667,'2023/10/29 18:52:52:482',33,0.354112,0.031169,0.10013,0.82
668,'2023/10/29 18:52:52:535',33,0.345816,0.034711,0.092086,0.82
669,'2023/10/29 18:52:52:545',33,0.354785,0.03578,0.096921,0.82
670,'2023/10/29 18:52:52:594',33,0.348889,0.033836,0.101976,0.82
671,'2023/10/29 18:52:52:609',33,0.346283,0.030823,0.098658,0.82
672,'2023/10/29 18:52:52:652',33,0.340635,0.029421,0.102826,0.82
673,'2023/10/29 18:52:52:675',33,0.329812,0.024954,0.100461,0.82
674,'2023/10/29 18:52:52:714',33,0.325329,0.027626,0.09573,0.82
675,'2023/10/29 18:52:52:753',33,0.306986,0.024291,0.09771,0.82
676,'2023/10/29 18:52:52:798',33,0.279313,0.033463,0.101894,0.82
677,'2023/10/29 18:52:52:830',33,0.272687,0.01702,0.112342,0.82
678,'2023/10/29 18:52:52:866',33,0.260651,0.028019,0.114593,0.82
679,'2023/10/29 18:52:52:893',33,0.25766,0.023132,0.121583,0.82
680,'2023/10/29 18:52:52:928',33,0.268112,0.02202,0.119428,0.82
681,'2023/10/29 18:52:52:963',33,0.269319,0.007406,0.12298,0.82
682,'2023/10/29 18:52:52:984',33,0.277042,0.001579,0.12756,0.82
683,'2023/10/29 18:52:53:009',33,0.270918,-0.003586,0.134263,0.82
684,'2023/10/29 18:52:53:051',33,0.285204,-0.011271,0.136507,0.82
685,'2023/10/29 18:52:53:083',33,0.279111,-0.010961,0.144771,0.82
